conditionId,name,description,severity,treatment
2606,Splenectomy - partial,,,
2607,Transjugular intrahepatic portosystemic shunt (TIPS) placement,,,
2608,Pancreas transplant,,,
2609,Small intestine transplant,,,
2610,Ventriculoperitoneal (VP) shunt,,,
2611,Limb amputation,,,
2612,Aortic aneurysm repair,,,
2613,Bladder suspension,,,
2614,Bone marrow transplant (BMT),,,
2615,Mastectomy (breast removal),,,
2616,Carpal tunnel release,,,
2617,Coronary artery angioplasty/stenting,,,
2618,Head and neck surgery for cancer,,,
2619,Heart defibrillator (ICD) implant,,,
2620,Heart pacemaker implant,,,
2621,Hip replacement,,,
2622,Nephrectomy (kidney removal),,,
2623,Knee replacement,,,
2624,Lung removal (pneumonectomy),,,
2625,Lung transplant,,,
2626,Ostomy (colostomy or ileostomy),,,
2627,Tooth implant,,,
2628,Weight loss surgery,,,
2629,Peritoneal adhesion release,,,
2630,Congenital lacrimal obstruction probe (tear duct probe),,,
2631,Congenital heart disease surgery,,,
2632,Pectus excavatum repair,,,
2633,Endarterectomy,,,
2634,Sclerotherapy for varicose or spider veins,,,
2635,Laser surgery,,,
2636,Strabismus repair,,,
2637,Blepharoplasty (eyelid surgery),,,
2638,Cleft lip and/or palate repair,,,
2639,Rhinoplasty (nose surgery),,,
2640,Liposuction,,,
2641,Rhytidectomy (face lift),,,
2642,Neurosurgery,,,
2643,Abdominal paracentesis,,,
2644,Bone marrow biopsy,,,
2645,Musculoskeletal surgery,,,
2646,Laser eye surgery,,,
2647,Nevus removal (mole removal),,,
2648,Plastic surgery,,,
2649,Surgical procedure,,,
2650,Microdermabrasion,,,
2651,Chemexfoliation of face,,,
2652,Laser removal of hair,,,
2653,Removal of tattoo of skin,,,
2654,Injection of botulinum toxin,,,
2655,Lip implantation,,,
2656,Fixation of pendulous breast,,,
2657,Augmentation of buttock,,,
2658,Reduction of buttocks,,,
2659,Otoplasty (external ear surgery),,,
2660,Brow lift,,,
2661,Cheek lift,,,
2662,Chin augmentation (chin implant),,,
2663,Cheek augmentation (cheek implant),,,
2664,Collagen injection,,,
2665,Fat injection,,,
2666,Hyaluronic acid injection,,,
2667,Laser skin resurfacing,,,
2668,Transplant of hair follicles to scalp,,,
2669,Pancreaticoduodenectomy,,,
2670,Duchenne muscular dystrophy (DMD),,,
2671,Becker muscular dystrophy,,,
2672,Senility,,,
2673,Peritoneal dialysis,,,
2674,Rotator cuff repair,,,
2675,Phenylketonuria (PKU),,,
2676,Congenital adrenal hyperplasia (CAH),,,
2677,Severe combined immunodeficiency (SCID),,,
2678,Hypoplastic left heart syndrome (HLHS),,,
2679,Transposition of the great arteries (TGA),,,
2680,Total anomalous pulmonary venous return (TAPVR),,,
2681,Fontan procedure,,,
2682,Bidirectional Glenn shunt,,,
2683,Norwood procedure,,,
2684,Modified Blalock-Taussig shunt,,,
2685,Homocystinuria,,,
2686,Maple syrup urine disease (MSUD),,,
2687,Truncus arteriosus (TA),,,
2688,Anemia,,,
2689,Albinism,,,
2690,Post-traumatic stress disorder (PTSD),,,
2691,Night terrors,,,
2692,Fracture repair - with cast,,,
2693,"Fracture repair - with rods, plates, pins, or screws",,,
2694,Brain aneurysm repair,,,
2695,Brain aneurysm repair with coil embolization,,,
2696,Gamma Knife radiosurgery,,,
2697,Brain aneurysm repair with clips,,,
2698,CyberKnife radiosurgery,,,
2699,Down syndrome,Unspecified disorder of lower leg joint,,
2700,Asperger syndrome,,,
2701,Pediatric Autoimmune Neuropsychiatric Disorders Associated with Streptococcal infections,,,
